hfpxzc href,xxVWCe,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (2),W4Efsd (3),Cw1rxd,R8c4Qb,qBF1Pd (2),W4Efsd (4),W4Efsd (5),W4Efsd (6),UsdlK,ah5Ghc,doJOZc,lcr4fd href,Cw1rxd (2),R8c4Qb (2),e4rVHe,W4Efsd (7)
https://www.google.com/maps/place/%D8%AF+%2F+%D8%B1%D8%B4%D8%A7+%D9%85%D8%AD%D9%85%D9%88%D8%AF+%D8%AC%D9%86%D9%8A%D8%AF%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5c48dc2bf373d:0x680fa708bbf44f34!8m2!3d31.2181683!4d29.9378315!16s%2Fg%2F11flb44cjw!19sChIJPTe_wo3E9RQRNE_0uwinD2g?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د / رشا محمود جنيدى,,4.0,(15),طبيب أمراض جلدية,·,·,,Directions,د / رشا محمود جنيدى,6W9Q+748، أمام محطه ترام سوق الزنانيري كليوباترا، حي شرق,Closed,· Opens 6 PM Wed,03 5413733,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D8%A5%D9%8A%D9%85%D8%A7%D9%86+%D9%85%D8%AD%D9%85%D8%AF+%D8%AD%D8%B3%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5c4ed19899ba3:0x2b17163910e60d20!8m2!3d31.2232994!4d29.941646!16s%2Fg%2F11h7dtks9r!19sChIJo5uJGe3E9RQRIA3mEDkWFys?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتورة إيمان محمد حسن,,3.9,(7),طبيب أمراض جلدية,·,·,,Directions,دكتورة إيمان محمد حسن,6WFR+8M6، امام المنطقه الشماليه العسكريه ، شارع المشير احمد إسماعيل، حي,Closed,· Opens 5 PM,03 5444005,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%AD%D9%85%D8%AF+%D9%8A%D8%A7%D9%82%D9%88%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x14f5c300768b27f9:0x70e9289b39045e46!8m2!3d31.1898961!4d29.9040871!16s%2Fg%2F11yfk1c5bq!19sChIJ-SeLdgDD9RQRRl4EOZso6XA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الدكتور احمد ياقوت,,5.0,(4),طبيب أمراض جلدية,·,35 Ibn Al Khatab,,Directions,عيادة الدكتور احمد ياقوت,,,,,,,,,,,
https://www.google.com/maps/place/Dr.+Kamelia+El+Rakaibi/data=!4m7!3m6!1s0x14f5c39ae4344177:0xd8f975b6e6f4f053!8m2!3d31.1947288!4d29.9186184!16s%2Fg%2F1tf62j95!19sChIJd0E05JrD9RQRU_D05rZ1-dg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Kamelia El Rakaibi,Dr. Kamelia El Rakaibi,4.2,(6),طبيب,·,11 El-Wazir,,Website,,,,,03 3952732,,,http://www.dalilimedical.com/view_profiles.php?id=186,,Directions,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%81%D9%88%D8%B2%D9%8A%D9%87+%D8%B1%D9%81%D8%A7%D8%B9%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5dbd1c5fc0891:0x9fcad767a7babc02!8m2!3d31.2569275!4d29.9957995!16s%2Fg%2F11fj0pdbgb!19sChIJkQj8xdHb9RQRAry6p2fXyp8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتورة فوزيه رفاعى,,4.8,(20),طبيب أمراض جلدية,·,·,,Directions,عيادة دكتورة فوزيه رفاعى,Closed,· Opens 5 PM Wed,47 No 595,011 59655541,,,,,,,·
https://www.google.com/maps/place/Dr.+Samy+Gad/data=!4m7!3m6!1s0x14f5c3f267171a4b:0x8fb80908d545fe52!8m2!3d31.2019466!4d29.9013002!16s%2Fg%2F1tfdgpff!19sChIJSxoXZ_LD9RQRUv5F1QgJuI8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Samy Gad,Dr. Samy Gad,3.5,(6),صحة,·,,,Directions,,2 شارع صفية زغلول,,,,,,,,,,
https://www.google.com/maps/place/Dr.+Satea+Mohamed/data=!4m7!3m6!1s0x14f5ea9047dce8a1:0xc6478eb21f8a5225!8m2!3d31.1357019!4d29.8220502!16s%2Fg%2F11cn6c57hd!19sChIJoejcR5Dq9RQRJVKKH7KOR8Y?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Satea Mohamed,Dr. Satea Mohamed,3.7,(3),طبيب أسنان,·,Vectoria,,Directions,,,,,012 23883396,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D9%87+%D8%AF%D9%83%D8%AA%D9%88%D8%B1%2F%D8%AC%D9%85%D8%A7%D9%84+%D8%B7%D9%87+%D8%A7%D8%A8%D9%88+%D9%83%D9%84%D9%8A%D9%84%D9%87%E2%80%AD/data=!4m7!3m6!1s0x14f5ed38fba0071d:0x20305c128a7bc26b!8m2!3d31.0089292!4d29.8039201!16s%2Fg%2F11dym7g42y!19sChIJHQeg-zjt9RQRa8J7ihJcMCA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عياده دكتور/جمال طه ابو كليله,,4.8,(18),طبيب,·,·,,Directions,عياده دكتور/جمال طه ابو كليله,2R53+HHF، شارع القسم,Closed,· Opens 8 AM,012 72705943,,,,,,,
https://www.google.com/maps/place/Prof.+Dr.+Carmen+Mohamed+Farid+%D8%A7%D8%AF+%D9%83%D8%A7%D8%B1%D9%85%D9%86+%D9%85%D8%AD%D9%85%D8%AF+%D9%81%D8%B1%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f5c489c736300b:0x3ebf66782d227d27!8m2!3d31.2179941!4d29.9292066!16s%2Fg%2F1tdv9yky!19sChIJCzA2x4nE9RQRJ30iLXhmvz4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Prof. Dr. Carmen Mohamed Farid اد كارمن محمد فريد,,4.0,(40),طبيب,·,169 Port Said St,,Directions,Prof. Dr. Carmen Mohamed Farid اد كارمن محمد فريد,Closed,· Opens 4 PM,·,012 23508095,,,,,,,
https://www.google.com/maps/place/Dr+dina+rady+clinc/data=!4m7!3m6!1s0x14f5c3fa5f111f05:0x60f3b6e85e19430b!8m2!3d31.2000924!4d29.9187387!16s%2Fg%2F11h27mcdkd!19sChIJBR8RX_rD9RQRC0MZXui282A?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr dina rady clinc,Dr dina rady clinc,4.3,(3),طبيب أمراض جلدية,·,"6W29+2FQ, Smouha, beside kiroseiz, sharazad building, first floor Alexandria governme",,Website,,Closed,· Opens 4 PM Wed,·,012 02884856,,,https://dinaradyclinic.wixsite.com/website,,Directions,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF.+%D9%86%D8%B1%D9%85%D9%8A%D9%86+%D8%A7%D8%A8%D9%88+%D8%B4%D9%88%D8%B4%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5c527fe364b6f:0xe7b9bab283c2af97!8m2!3d31.2375448!4d29.9622617!16s%2Fg%2F11fl7b4hws!19sChIJb0s2_ifF9RQRl6_Cg7K6uec?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة د. نرمين ابو شوشة,,4.3,(12),طبيب أمراض جلدية,·,·,,Directions,عيادة د. نرمين ابو شوشة,"33 ش زهران رشدى, خلف مصر للطيران",Closed,· Opens 6 PM Wed,010 01840460,,,,,,,
https://www.google.com/maps/place/Dr.+Mohamed+Imbabi/data=!4m7!3m6!1s0x14f5c48969a645b9:0x10aede2740a31763!8m2!3d31.218114!4d29.9319062!16s%2Fg%2F1tdr5jqp!19sChIJuUWmaYnE9RQRYxejQCferhA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Mohamed Imbabi,Dr. Mohamed Imbabi,4.1,(41),عيادة طبية,·,172 Omar Lotfy,,Directions,,Closed,· Opens 1 PM,·,03 5914963,,,,,,,
https://www.google.com/maps/place/%D8%A3.+%D8%AF%2F+%D8%B7%D8%A7%D8%B1%D9%82+%D8%AD%D8%B3%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5c3f25e4910b9:0x411869f84aa35b4f!8m2!3d31.2020903!4d29.9015557!16s%2Fg%2F11fl7cmsvr!19sChIJuRBJXvLD9RQRT1ujSvhpGEE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,أ. د/ طارق حسين,,3.8,(12),عيادة طب العيون,·,·,,Website,أ. د/ طارق حسين,"إمام محطته الترام ميدان سعد زغلول, Mahta Al Raml Sq.",Closed,· Opens 1 PM,012 71615715,,,https://healtheg.com/ar/Itm/23111/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9-%D8%A7-%D8%AF-%D8%B7%D8%A7%D8%B1%D9%82-%D8%AD%D8%B3%D9%8A%D9%86-%D9%84%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%AA%D9%86%D8%A7%D8%B3%D9%84%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B0%D9%83%D9%88%D8%B1%D8%A9/%D8%A3%D8%B1%D9%82%D8%A7%D9%85-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81,,Directions,,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%81%D9%8A%D8%B1%D9%88%D8%B2+%D8%AE%D9%84%D9%8A%D9%84+%D8%A8%D8%AF%D8%B1%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5c47d1c9faf31:0xec9cc22786eec8bd!8m2!3d31.2136014!4d29.9252547!16s%2Fg%2F11h10ddk5h!19sChIJMa-fHH3E9RQRvcjuhifCnOw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الأستاذ الدكتور فيروز خليل بدران,,4.3,(6),طبيب أمراض جلدية,·,Omar Lotfy,,Website,الأستاذ الدكتور فيروز خليل بدران,Closed,· Opens 12 PM Wed,·,010 01551777,,,https://www.dalilimedical.com/doctor-2830/%D8%A3-%D8%AF-%D9%81%D9%8A%D8%B1%D9%88%D8%B2-%D8%AE%D9%84%D9%8A%D9%84-%D8%A8%D8%AF%D8%B1%D8%A7%D9%86-%D8%B1%D8%A6%D9%8A%D8%B3-%D9%82%D8%B3%D9%85-%D8%A7%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9-%D9%88-%D8%A7%D9%84%D8%B0%D9%83%D9%88%D8%B1%D8%A9,,Directions,,
https://www.google.com/maps/place/%D8%AF.+%D9%87%D8%A7%D8%AC%D8%B1+%D9%81%D8%A4%D8%A7%D8%AF+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A%D8%A9+%D8%A7%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D9%88%D8%A7%D9%84%D9%84%D9%8A%D8%B2%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5db87b773f975:0x4bbae41447a71ab9!8m2!3d31.245256!4d29.9817265!16s%2Fg%2F11nz3qdl3s!19sChIJdflzt4fb9RQRuRqnRxTkuks?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د. هاجر فؤاد أخصائية الامراض الجلدية والتجميل والليزر,,4.8,(27),عيادة جراحة التجميل,·,امام ماكدونالز، 284 Gamal Abd El-Nasir Rd,,Website,د. هاجر فؤاد أخصائية الامراض الجلدية والتجميل والليزر,Closed,· Opens 3 PM Wed,·,011 41488806,,,https://www.facebook.com/share/1VPaj6HPdV/?mibextid=wwXIfr,,Directions,,
https://www.google.com/maps/place/Pure+Derma+%26+Laser+Clinic/data=!4m7!3m6!1s0x14f5c5ed508d103b:0x4e7aca852359c39!8m2!3d31.222528!4d29.9403746!16s%2Fg%2F11j4scbbh1!19sChIJOxCNUO3F9RQROZw1Uqis5wQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Pure Derma & Laser Clinic,Pure Derma & Laser Clinic,4.0,(48),طبيب,·,·,,Website,,أمام سنترال We، الشيخ عمارة Alex Tower,Closed,· Opens 6 PM,012 22121303,,,https://www.facebook.com/Haithamelsadawy1,,Directions,,·
https://www.google.com/maps/place/%D8%AF%2F%D8%AF%D9%8A%D9%86%D8%A7+%D8%B1%D8%A7%D8%B6%D9%8A..%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A+%D8%A7%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88+%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f5c5dbb102eda5:0x9033160810196c39!8m2!3d31.2103579!4d29.9388437!16s%2Fg%2F11j4y0b5n_!19sChIJpe0CsdvF9RQROWwZEAgWM5A?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د/دينا راضي..أخصائي الامراض الجلدية و التجميل,,5.0,(1),طبيب أمراض جلدية,·,"Madina Women Hospital, Smoha Sq.",,Directions,د/دينا راضي..أخصائي الامراض الجلدية و التجميل,Closed,· Opens 2 PM,·,010 13156031,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%AD%D8%B3%D9%86+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%8A+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%83%D9%84%D9%8A%D9%88%D8%A8%D8%AA%D8%B1%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x14f5c48c53c12e0f:0x6a21af11de0064f7!8m2!3d31.2209679!4d29.9368778!16s%2Fg%2F11h0cf01_b!19sChIJDy7BU4zE9RQR92QA3hGvIWo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور أحمد حسن استشاري الجلدية كليوبترا,,3.0,(6),طبيب أمراض جلدية,·,·,,Directions,عيادة دكتور أحمد حسن استشاري الجلدية كليوبترا,"محطة ترام كليوبترا حمامات, ٥٠ Sidi Gabir Rd",Closed,· Opens 6 PM Thu,012 12014050,,,,,,,
https://www.google.com/maps/place/Dr+Hesham+Mohamed+Abd+Elaziz/data=!4m7!3m6!1s0x14f5c3906049889d:0x744a9c03ed1c4aef!8m2!3d31.1947706!4d29.9149388!16s%2Fg%2F1tk1w2kt!19sChIJnYhJYJDD9RQR70oc7QOcSnQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr Hesham Mohamed Abd Elaziz,Dr Hesham Mohamed Abd Elaziz,3.9,(24),عيادة للعناية بالبشرة,·,·,,Website,,5WV7+WX4,Closed,· Opens 8 AM,03 3926642,,,http://www.tagmeel.net/DrsExtraData.aspx?DrID=356,,Directions,,·
https://www.google.com/maps/place/Dr.+Emad+El+Din+El+Gamal/data=!4m7!3m6!1s0x14f5c3954ad6650d:0xcef11a4976cc967a!8m2!3d31.1906359!4d29.9046854!16s%2Fg%2F1xnz2194!19sChIJDWXWSpXD9RQRepbMdkka8c4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Emad El Din El Gamal,Dr. Emad El Din El Gamal,2.3,(3),اتصالات,·,,,Directions,,17 ميدان سعد زغلول,,,03 4806551,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%2F+%D9%85%D8%AD%D9%85%D8%AF+%D9%81%D9%88%D8%B2%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5c191ead7fa77:0x57f7999d26a94184!8m2!3d31.1634568!4d29.8680438!16s%2Fg%2F11fm2lvl12!19sChIJd_rX6pHB9RQRhEGpJp2Z91c?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور / محمد فوزي,,4.7,(34),طبيب أنف وأذن وحنجرة,·,·,,Website,عيادة دكتور / محمد فوزي,Al Esnawi Al Wardiyan,Closed,· Opens 12 PM,012 26145900,,,http://www.dalilimedical.com/view_profiles.php?id=178,,Directions,,·
https://www.google.com/maps/place/Skin+Arts+Clinic+%D9%85%D8%B1%D9%83%D8%B2+%D8%B3%D9%83%D9%8A%D9%86+%D8%A3%D8%B1%D8%AA%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x14f5c5f13e05a7b1:0x714db35e1512a15e!8m2!3d31.2190706!4d29.9411373!16s%2Fg%2F11g0h1yb3x!19sChIJsacFPvHF9RQRXqESFV6zTXE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Skin Arts Clinic مركز سكين أرتس,,3.8,(32),طبيب أمراض جلدية,·,·,,Directions,Skin Arts Clinic مركز سكين أرتس,Closed,· Opens 10 AM,"332 Abou Quer St., Sidi Gaber , Infornt of Main Station",03 5459363,,,,,,,·
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B7%D8%A7%D8%B1%D9%82+%D8%AF%D8%BA%D9%8A%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f5dacfbb2cf453:0xbd4e084121ea7f36!8m2!3d31.2166168!4d29.9295443!16s%2Fg%2F11h5rzphx7!19sChIJU_Qsu8_a9RQRNn_qIUEITr0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور طارق دغيم,,2.6,(5),طبيب أمراض جلدية,·,·,,Website,دكتور طارق دغيم,"فوق حلواني خاموس الجديد على الترام مباشرة, ١٤٠ Omar Lotfy",Closed,· Opens 8 PM Wed,03 5276257,,,https://www.fatakat.com/thread/895179,,Directions,,
https://www.google.com/maps/place/Rederm+Clinic/data=!4m7!3m6!1s0x14f5c52e58b4051d:0xe99e3db967f2d5e!8m2!3d31.2431182!4d29.9637612!16s%2Fg%2F11c52bd7z2!19sChIJHQW0WC7F9RQRXi1_ltvjmQ4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Rederm Clinic,Rederm Clinic,4.5,(53),طبيب أمراض جلدية,·,١١ Gharbo Bek,,Website,,Closed,· Opens 12 PM,·,012 28893387,,,https://wa.me/201228893387,,Directions,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%85%D9%86%D8%A7%D9%84+%D8%B9%D9%84%D9%85+%D8%A7%D9%84%D8%AF%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5da9ef05ccaf3:0xb2169a799c2e5ffc!8m2!3d31.265765!4d30.0010525!16s%2Fg%2F11h70j7h5k!19sChIJ88pc8J7a9RQR_F8unHmaFrI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتورة منال علم الدين,,4.3,(13),طبيب أمراض جلدية,·,·,,Website,دكتورة منال علم الدين,"330شارع ملك حفني بحري, Mogamaa Meyami",Closed,· Opens 1 PM,012 04889948,,,https://www.eldacatra.com/doctor/clinicInformation/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9-%D9%85%D9%86%D8%A7%D9%84-%D8%B9%D9%84%D9%85-%D8%A7%D9%84%D8%AF%D9%8A%D9%86-%D8%AC%D9%84%D8%AF%D9%8A%D8%A9,,Directions,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%AC%D9%85%D8%B9%D8%A9+%D8%A7%D9%84%D8%B3%D9%82%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x14f5c37caecc7b35:0x4a2a17ff67f214d2!8m2!3d31.1967011!4d29.9389079!16s%2Fg%2F11fm4bjwg9!19sChIJNXvMrnzD9RQR0hTyZ_8XKko?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور جمعة السقا,,4.8,(5),طبيب أمراض جلدية,·,El-Salam Mosque,,Website,دكتور جمعة السقا,Closed,· Opens 7 PM,·,010 20884666,,,http://www.dalilimedical.com/view_profiles.php?id=694,,Directions,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%86%D8%B1%D9%85%D9%8A%D9%86+%D9%85%D8%AD%D9%85%D8%AF+%D8%A3%D8%A8%D9%88%D8%B4%D9%88%D8%B4%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5daba3e002a95:0xd3acc2a98eae81ea!8m2!3d31.2578546!4d29.9870612!16s%2Fg%2F11h5vclmhc!19sChIJlSoAPrra9RQR6oGujqnCrNM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتورة نرمين محمد أبوشوشة,,4.2,(14),طبيب أمراض جلدية,·,·,,Website,دكتورة نرمين محمد أبوشوشة,سيدي بشر شارع جمال عبد الناصر، حى المنتزة,Closed,· Opens 3 PM,03 5718200,,,https://doctors.dailymedicalinfo.com/dr/35548_%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9-%D9%86%D8%B1%D9%85%D9%8A%D9%86-%D8%A7%D8%A8%D9%88-%D8%B4%D9%88%D8%B4%D8%A9-%D8%A7%D9%85%D8%B1%D8%A7%D8%B6-%D8%AC%D9%84%D8%AF%D9%8A%D8%A9-%D9%88%D8%AA%D9%86/,,Directions,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%87%D8%A7%D9%86%D9%89+%D8%B4%D9%83%D8%B1%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5c39a14970a57:0x14888b9d5d0caed6!8m2!3d31.2029259!4d29.9030832!16s%2Fg%2F11h2fvqbbq!19sChIJVwqXFJrD9RQR1q4MXZ2LiBQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور هانى شكرى,,5.0,(1),طبيب,·,,,Website,دكتور هانى شكرى,٢٦ الغرفة التجارية، ميدان محطة الرمل، المسلة شرق، قسم العطارين، الإسكندرية،,,,,,,https://www.med.tn/%D8%B7%D8%A8%D9%8A%D8%A8/%D8%A7%D8%AE%D8%B5%D8%A7%D9%8A%D9%8A-%D8%A7%D9%85%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D8%AD%D8%B3%D8%A7%D8%B3%D9%8A%D8%A9/%D8%A7%D9%84%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D9%87%D8%A7%D9%86%D9%89-%D8%B4%D9%83%D8%B1%D9%89-71903.html,,Directions,,
https://www.google.com/maps/place/Dr.+Saad+Gad+El+Rab/data=!4m7!3m6!1s0x14f5c3794b1ed7ad:0x786a53c8393f459a!8m2!3d31.1979581!4d29.9323333!16s%2Fg%2F1vl5d3gh!19sChIJrdceS3nD9RQRmkU_OchTang?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Saad Gad El Rab,Dr. Saad Gad El Rab,4.6,(12),عيادة طبية,·,191 Gamal Abd El-Nasir Rd,,Directions,,,,,,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%86%D8%A8%D9%8A%D9%84+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f5c10050625d13:0x1962f376a45abf81!8m2!3d31.1855725!4d29.8813951!16s%2Fg%2F11wr2tzzbp!19sChIJE11iUADB9RQRgb9apHbzYhk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الدكتور نبيل عبد السلام,,,,طبيب أمراض جلدية,·,Al Bitash,,Directions,عيادة الدكتور نبيل عبد السلام,,,,,,,,,,No reviews,
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D8%AA%D8%A8%D8%A7%D8%B3%D9%8A%D9%85+%D9%85%D8%AD%D9%85%D8%AF+%D8%A8%D8%B3%D9%8A%D9%88%D9%86%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5c4d77788aa97:0x5cd0d1cb7c7b0dd2!8m2!3d31.2342477!4d29.9632351!16s%2Fg%2F11h1135z20!19sChIJl6qId9fE9RQR0g17fMvR0Fw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز الدكتورة تباسيم محمد بسيونى,,5.0,(4),طبيب أمراض جلدية,·,·,,Directions,مركز الدكتورة تباسيم محمد بسيونى,بيت الحاسبات، شارع الفتح فلمنج بجوار مول,Closed,· Opens 10 AM,03 5855015,,,,,,,
