fontTitleLarge,google-symbols,V56sed,CpfJee,hfpxzc href,xxVWCe,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (2),W4Efsd (3),W4Efsd (4),W4Efsd (5),UsdlK,Cw1rxd,R8c4Qb,doJOZc,W4Efsd (6),W4Efsd (7),lcr4fd href,Cw1rxd (2),R8c4Qb (2),qBF1Pd (2),e4rVHe,ah5Ghc
,,,,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%AD%D8%B3%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594ce3b0584b3:0x70d8d8083eb378d!8m2!3d31.1055008!4d29.7811879!16s%2Fg%2F11h3gpfyrt!19sChIJs4QFO86U9RQRjTfrg4CNDQc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الدكتور محمد حسن,الدكتور محمد حسن,5.0,(2),طبيب أمراض جلدية,·,"بجوار تبارك للبصريات الكيلو ١٦.٥, Alexandria Desert Rd",,,012 88339400,,Directions,,,,,,,,,
,,,,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%A4%D9%88%D9%81+%D8%AA%D9%88%D9%81%D9%8A%D9%82+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%B2+%D8%A7%D9%84%D9%87%D8%B6%D9%85%D9%8A+%D9%88%D8%A7%D9%84%D9%83%D8%A8%D8%AF+%D9%88+%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B8%D9%8A%D8%B1+%D8%A8%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89+%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A+%D8%A7%D9%84%D8%A7%D9%84%D9%85%D8%A7%D9%86%D9%8A+%D8%A8%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f593cd5a6f81f1:0xe9b44e5b97341f3c!8m2!3d31.0597184!4d29.7184737!16s%2Fg%2F11x_qckh5p!19sChIJ8YFvWs2T9RQRPB80l1tOtOk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الاستاذ الدكتور محمد عبد الرؤوف توفيق - عيادة أمراض الجهاز الهضمي والكبد و المناظير بمستشفى السعودي الالماني بالإسكندرية,الاستاذ الدكتور محمد عبد الرؤوف توفيق - عيادة أمراض الجهاز الهضمي والكبد و المناظير بمستشفى السعودي الالماني بالإسكندرية,,,مستشفى خاصة,·,محور التعمير، كيلو ٢٣ Alexandria - Marsa Matrouh Rd,·,Closed,015 50844075,,Website,,·,· Opens 10 AM,https://drmohamedtawfik2020.github.io/GI-clinic/,,Directions,,No reviews,On-site services
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AC%D8%AF%D9%8A+%D8%A3%D8%BA%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x14f595630406031d:0x283db0d634797a4!8m2!3d31.1026685!4d29.7524823!16s%2Fg%2F11l32h_t56!19sChIJHQMGBGOV9RQRpJdHYw3bgwI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الدكتور مجدي أغا,عيادة الدكتور مجدي أغا,5.0,(1),طبيب الأطفال حديثي الولادة,·,,,"4Q32+3X9, Dr Mohamed Wahba",,,Directions,,,,,,,,,
,,,,https://www.google.com/maps/place/El+Khaber+Labs+-+Dr.+Ahmed+El-Shimi+-+%D9%85%D8%B9%D8%A7%D9%85%D9%84+%D8%A7%D9%84%D8%AE%D8%A8%D9%8A%D8%B1+%D9%84%D9%84%D8%AA%D8%AD%D8%A7%D9%84%D9%8A%D9%84+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9+-+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B4%D9%8A%D9%85%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5955c193b92d3:0xf322a340855c3c4b!8m2!3d31.0865423!4d29.7475907!16s%2Fg%2F11kby7pphc!19sChIJ05I7GVyV9RQRSzxchUCjIvM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,El Khaber Labs - Dr. Ahmed El-Shimi - معامل الخبير للتحاليل الطبية - دكتور أحمد الشيمى,El Khaber Labs - Dr. Ahmed El-Shimi - معامل الخبير للتحاليل الطبية - دكتور أحمد الشيمى,5.0,(2),مختبر طبي,·,Closed,· Opens 8 AM,"In Front Of El Ahmady For Ceramic, Km 19.5 Alex Matrouh Rd, ABOU YOUSSEF",010 06131117,,Directions,,·,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B4%D9%8A%D8%AE%E2%80%AD/data=!4m7!3m6!1s0x14f594cf6f91a025:0x42d420cf9e12d7d!8m2!3d31.1037204!4d29.7782287!16s%2Fg%2F11h62pfvtg!19sChIJJaCRb8-U9RQRfS3h-QxCLQQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد الشيخ,دكتور محمد الشيخ,4.6,(33),طبيب أنف وأذن وحنجرة,·,"بين كبدة الشامى و كشرى الحارونى، العجمى ...الدرايسه.. الطريق الرئيسى..عند تقاطعه مع ر, Taha Al Aoami",Closed,·,012 22814898,,Directions,,· Opens 7 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%B9%D9%84%D9%89+%D8%A8%D8%AF%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f595a8f61ef9b9:0x79dd42f953085a7e!8m2!3d31.0972528!4d29.7692477!16s%2Fg%2F11kc1zh751!19sChIJufke9qiV9RQRfloIU_lC3Xk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد على بدر,دكتور أحمد على بدر,4.2,(6),عيادة طب أطفال,·,3QW9+WM5 امام مدارس اللواء محمد نجيب الرسمية لغات,,,,,Directions,,,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%AD%D9%85%D9%88%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594c1a43fcca7:0xb7e474811c24955d!8m2!3d31.1005888!4d29.7694303!16s%2Fg%2F11h10_q50w!19sChIJp8w_pMGU9RQRXZUkHIF05Lc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد محمود,دكتور محمد محمود,5.0,(2),جرَّاح,·,14 شارع الهانوفيل الرئيسي بجوار مدرسة الهانوفيل الخاصة (الضوي,Closed,·,010 01455530,,Directions,,· Opens 9 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B7%D8%A7%D8%B1%D9%82+%D8%A7%D9%84%D9%87%D8%AC%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594d1e016c699:0x3bdaf033bcc47b89!8m2!3d31.105897!4d29.7811283!16s%2Fg%2F11h6gj3wq9!19sChIJmcYW4NGU9RQRiXvEvDPw2js?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الدكتور طارق الهجين,الدكتور طارق الهجين,4.5,(25),طبيب أنف وأذن وحنجرة,·,"بجوار ميديكال سنتر،, Alexandria - Marsa Matrouh Rd",Closed,· Opens 1 PM,012 21200165,,Website,,·,,https://www.altibbi.com/%D8%A7%D9%84%D8%AF%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%B7%D8%A8%D9%8A/%D8%B7%D8%A7%D8%B1%D9%82-%D8%A7%D9%84%D9%87%D8%AC%D9%8A%D9%86-71864,,Directions,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B1%D8%A7%D9%85%D9%8A+%D8%B2%D9%83%D8%B1%D9%8A%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x14f59562a50e0e2b:0xa5fd203ebecdd435!8m2!3d31.0988624!4d29.7718418!16s%2Fg%2F11fkvr4zq6!19sChIJKw4OpWKV9RQRNdTNvj4g_aU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور رامي زكريا,دكتور رامي زكريا,1.0,(1),طبيب أطفال,·,ميدان الهانوفيل الرئيسي - عيادات دار الطب - بجوار مشويات ابو راويه EG,,,02 25983900,,Website,,,,https://www.vezeeta.com/ar/dr/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D8%B1%D8%A7%D9%85%D9%8A-%D8%B2%D9%83%D8%B1%D9%8A%D8%A7-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-%D9%88%D8%AD%D8%AF%D9%8A%D8%AB%D9%8A-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D8%AF%D8%A9?utm_source=referral&utm_medium=gmb&utm_campaign=maps,,Directions,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9+%D9%88%D8%B9%D9%84%D8%A7%D8%AC+%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A8%D8%B3%D9%85%D8%A9+%D8%A3%D8%AD%D9%85%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f595006a2ba33f:0xf3044fb6d1bf56f0!8m2!3d31.0931262!4d29.760664!16s%2Fg%2F11y7jrttll!19sChIJP6MragCV9RQR8Fa_0bZPBPM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة تغذية وعلاج طبيعي دكتور بسمة أحمد,عيادة تغذية وعلاج طبيعي دكتور بسمة أحمد,4.0,(1),عيادة متخصصة,·,Closed,· Opens 7:01 PM,"3QV6+67W, Al Haded We Al Soulb",010 21667154,,Directions,,·,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%AD%D9%85%D9%88%D8%AF+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%AE%D8%A7%D9%84%D9%82+%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%D9%88%D8%B1%D8%A6%D9%8A%D8%B3+%D9%82%D8%B3%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f5952b5e6af97d:0x3a8ecd5f2b0c73db!8m2!3d31.0897527!4d29.741656!16s%2Fg%2F11ry4y769h!19sChIJfflqXiuV9RQR23MMK1_Njjo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد محمود عبد الخالق استاذ ورئيس قسم,دكتور محمد محمود عبد الخالق استاذ ورئيس قسم,,,مبنى سكني,·,"3PQR+WM2، الذراع البحري، أول العامرية،, Shatea Al Salam",,,,,Directions,,,,,,,,No reviews,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%B5%D8%AD%D8%A9+%D8%B7%D9%81%D9%84%D9%83%E2%80%AD/data=!4m7!3m6!1s0x14f5954611b534df:0x9cf8d04fc53bf138!8m2!3d31.0995748!4d29.7718868!16s%2Fg%2F11hy_n6wrp!19sChIJ3zS1EUaV9RQROPE7xU_Q-Jw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة صحة طفلك,عيادة صحة طفلك,5.0,(3),طبيب أطفال,·,Closed,· Opens 4 PM,Al Hanouvel,012 85814178,,Directions,,·,,,,,,,
