hfpxzc href,xxVWCe,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (3),W4Efsd (4),W4Efsd (5),UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd (2),R8c4Qb (2),W4Efsd (6),qBF1Pd (2),e4rVHe,doJOZc,W4Efsd (7),ah5Ghc
https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%AD%D8%B3%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594ce3b0584b3:0x70d8d8083eb378d!8m2!3d31.1055008!4d29.7811879!16s%2Fg%2F11h3gpfyrt!19sChIJs4QFO86U9RQRjTfrg4CNDQc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الدكتور محمد حسن,الدكتور محمد حسن,5.0,(2),طبيب أمراض جلدية,,"بجوار تبارك للبصريات الكيلو ١٦.٥, Alexandria Desert Rd",,012 88339400,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%A4%D9%88%D9%81+%D8%AA%D9%88%D9%81%D9%8A%D9%82+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%B2+%D8%A7%D9%84%D9%87%D8%B6%D9%85%D9%8A+%D9%88%D8%A7%D9%84%D9%83%D8%A8%D8%AF+%D9%88+%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B8%D9%8A%D8%B1+%D8%A8%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89+%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A+%D8%A7%D9%84%D8%A7%D9%84%D9%85%D8%A7%D9%86%D9%8A+%D8%A8%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f593cd5a6f81f1:0xe9b44e5b97341f3c!8m2!3d31.0597184!4d29.7184737!16s%2Fg%2F11x_qckh5p!19sChIJ8YFvWs2T9RQRPB80l1tOtOk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الاستاذ الدكتور محمد عبد الرؤوف توفيق - عيادة أمراض الجهاز الهضمي والكبد و المناظير بمستشفى السعودي الالماني بالإسكندرية,الاستاذ الدكتور محمد عبد الرؤوف توفيق - عيادة أمراض الجهاز الهضمي والكبد و المناظير بمستشفى السعودي الالماني بالإسكندرية,,,مستشفى خاصة,محور التعمير، كيلو ٢٣ Alexandria - Marsa Matrouh Rd,·,·,015 50844075,https://drmohamedtawfik2020.github.io/GI-clinic/,,Website,,Directions,Closed,,No reviews,,· Opens 10 AM,On-site services
https://www.google.com/maps/place/El+Khaber+Labs+-+Dr.+Ahmed+El-Shimi+-+%D9%85%D8%B9%D8%A7%D9%85%D9%84+%D8%A7%D9%84%D8%AE%D8%A8%D9%8A%D8%B1+%D9%84%D9%84%D8%AA%D8%AD%D8%A7%D9%84%D9%8A%D9%84+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9+-+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B4%D9%8A%D9%85%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5955c193b92d3:0xf322a340855c3c4b!8m2!3d31.0865423!4d29.7475907!16s%2Fg%2F11kby7pphc!19sChIJ05I7GVyV9RQRSzxchUCjIvM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,El Khaber Labs - Dr. Ahmed El-Shimi - معامل الخبير للتحاليل الطبية - دكتور أحمد الشيمى,El Khaber Labs - Dr. Ahmed El-Shimi - معامل الخبير للتحاليل الطبية - دكتور أحمد الشيمى,5.0,(2),مختبر طبي,"In Front Of El Ahmady For Ceramic, Km 19.5 Alex Matrouh Rd, ABOU YOUSSEF",Closed,· Opens 8 AM,010 06131117,,,Directions,,,·,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AC%D8%AF%D9%8A+%D8%A3%D8%BA%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x14f595630406031d:0x283db0d634797a4!8m2!3d31.1026685!4d29.7524823!16s%2Fg%2F11l32h_t56!19sChIJHQMGBGOV9RQRpJdHYw3bgwI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الدكتور مجدي أغا,عيادة الدكتور مجدي أغا,5.0,(1),طبيب الأطفال حديثي الولادة,"4Q32+3X9, Dr Mohamed Wahba",,,,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B4%D9%8A%D8%AE%E2%80%AD/data=!4m7!3m6!1s0x14f594cf6f91a025:0x42d420cf9e12d7d!8m2!3d31.1037204!4d29.7782287!16s%2Fg%2F11h62pfvtg!19sChIJJaCRb8-U9RQRfS3h-QxCLQQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد الشيخ,دكتور محمد الشيخ,4.6,(33),طبيب أنف وأذن وحنجرة,·,"بين كبدة الشامى و كشرى الحارونى، العجمى ...الدرايسه.. الطريق الرئيسى..عند تقاطعه مع ر, Taha Al Aoami",Closed,012 22814898,,,Directions,,,· Opens 7 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%B9%D9%84%D9%89+%D8%A8%D8%AF%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f595a8f61ef9b9:0x79dd42f953085a7e!8m2!3d31.0972528!4d29.7692477!16s%2Fg%2F11kc1zh751!19sChIJufke9qiV9RQRfloIU_lC3Xk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد على بدر,دكتور أحمد على بدر,4.2,(6),عيادة طب أطفال,,3QW9+WM5 امام مدارس اللواء محمد نجيب الرسمية لغات,,,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%AD%D9%85%D9%88%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594c1a43fcca7:0xb7e474811c24955d!8m2!3d31.1005888!4d29.7694303!16s%2Fg%2F11h10_q50w!19sChIJp8w_pMGU9RQRXZUkHIF05Lc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد محمود,دكتور محمد محمود,5.0,(2),جرَّاح,·,14 شارع الهانوفيل الرئيسي بجوار مدرسة الهانوفيل الخاصة (الضوي,Closed,010 01455530,,,Directions,,,· Opens 9 PM,,,,,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B7%D8%A7%D8%B1%D9%82+%D8%A7%D9%84%D9%87%D8%AC%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594d1e016c699:0x3bdaf033bcc47b89!8m2!3d31.105897!4d29.7811283!16s%2Fg%2F11h6gj3wq9!19sChIJmcYW4NGU9RQRiXvEvDPw2js?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الدكتور طارق الهجين,الدكتور طارق الهجين,4.5,(25),طبيب أنف وأذن وحنجرة,"بجوار ميديكال سنتر،, Alexandria - Marsa Matrouh Rd",Closed,·,012 21200165,https://www.altibbi.com/%D8%A7%D9%84%D8%AF%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%B7%D8%A8%D9%8A/%D8%B7%D8%A7%D8%B1%D9%82-%D8%A7%D9%84%D9%87%D8%AC%D9%8A%D9%86-71864,,Website,,Directions,· Opens 1 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B1%D8%A7%D9%85%D9%8A+%D8%B2%D9%83%D8%B1%D9%8A%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x14f59562a50e0e2b:0xa5fd203ebecdd435!8m2!3d31.0988624!4d29.7718418!16s%2Fg%2F11fkvr4zq6!19sChIJKw4OpWKV9RQRNdTNvj4g_aU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور رامي زكريا,دكتور رامي زكريا,1.0,(1),طبيب أطفال,ميدان الهانوفيل الرئيسي - عيادات دار الطب - بجوار مشويات ابو راويه EG,,,02 25983900,https://www.vezeeta.com/ar/dr/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D8%B1%D8%A7%D9%85%D9%8A-%D8%B2%D9%83%D8%B1%D9%8A%D8%A7-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-%D9%88%D8%AD%D8%AF%D9%8A%D8%AB%D9%8A-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D8%AF%D8%A9?utm_source=referral&utm_medium=gmb&utm_campaign=maps,,Website,,Directions,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9+%D9%88%D8%B9%D9%84%D8%A7%D8%AC+%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A8%D8%B3%D9%85%D8%A9+%D8%A3%D8%AD%D9%85%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f595006a2ba33f:0xf3044fb6d1bf56f0!8m2!3d31.0931262!4d29.760664!16s%2Fg%2F11y7jrttll!19sChIJP6MragCV9RQR8Fa_0bZPBPM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة تغذية وعلاج طبيعي دكتور بسمة أحمد,عيادة تغذية وعلاج طبيعي دكتور بسمة أحمد,4.0,(1),عيادة متخصصة,"3QV6+67W, Al Haded We Al Soulb",Closed,· Opens 7:01 PM,010 21667154,,,Directions,,,·,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%AD%D9%85%D9%88%D8%AF+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%AE%D8%A7%D9%84%D9%82+%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%D9%88%D8%B1%D8%A6%D9%8A%D8%B3+%D9%82%D8%B3%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f5952b5e6af97d:0x3a8ecd5f2b0c73db!8m2!3d31.0897527!4d29.741656!16s%2Fg%2F11ry4y769h!19sChIJfflqXiuV9RQR23MMK1_Njjo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد محمود عبد الخالق استاذ ورئيس قسم,دكتور محمد محمود عبد الخالق استاذ ورئيس قسم,,,مبنى سكني,,"3PQR+WM2، الذراع البحري، أول العامرية،, Shatea Al Salam",,,,,Directions,,,,,No reviews,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%B5%D8%AD%D8%A9+%D8%B7%D9%81%D9%84%D9%83%E2%80%AD/data=!4m7!3m6!1s0x14f5954611b534df:0x9cf8d04fc53bf138!8m2!3d31.0995748!4d29.7718868!16s%2Fg%2F11hy_n6wrp!19sChIJ3zS1EUaV9RQROPE7xU_Q-Jw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة صحة طفلك,عيادة صحة طفلك,5.0,(3),طبيب أطفال,Al Hanouvel,Closed,· Opens 4 PM,012 85814178,,,Directions,,,·,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B3%D8%A7%D9%84%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f594bf53bd740f:0xc9438ca4c6797c9!8m2!3d31.0979486!4d29.7713201!16s%2Fg%2F11fktdr2w0!19sChIJD3S9U7-U9RQRyZdnTMo4lAw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد سالم,دكتور محمد سالم,5.0,(7),طبيب أمراض الحساسية,·,طريق اسكندرية مطروح مقابل، ميدان الهانوفيل,Closed,011 16431291,,,Directions,,,· Opens 5 PM,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%AD%D9%85%D8%AF+%D8%B3%D8%B9%D8%AF+%D8%A7%D9%84%D8%B4%D8%AE%D9%8A%D8%A8%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f595004676aaa5:0xfa05af04e706c848!8m2!3d31.104172!4d29.7662823!16s%2Fg%2F11y7tk6cy3!19sChIJpap2RgCV9RQRSMgG5wSvBfo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور احمد سعد الشخيبى,عيادة دكتور احمد سعد الشخيبى,5.0,(2),طبيب مسالك بولية,,"مستشفى العامريه العام امام معمل عبدالله جعفر بجوار صيدلية سيدى رافع, Sayed El-Agamy",,,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D9%82%D8%B5%D9%88%D8%AF+%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f594e9ef942481:0xa72ace08b1e6646d!8m2!3d31.1059303!4d29.7649676!16s%2Fg%2F11fjzf6yf2!19sChIJgSSU7-mU9RQRbWTmsQjOKqc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عبدالمقصود الجزار,دكتور عبدالمقصود الجزار,4.0,(4),طبيب الأطفال حديثي الولادة,Closed,Al Hanouvel,·,011 13467928,https://doctor.webteb.com/4719/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D8%A9-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D9%85%D9%82%D8%B5%D9%88%D8%AF-%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%B1,,Website,,Directions,· Opens 4 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D9%85%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B9%D8%B4%D8%B1%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594bf50018125:0x3b99e97313cc043f!8m2!3d31.0978352!4d29.7708544!16s%2Fg%2F11h1133ysm!19sChIJJYEBUL-U9RQRPwTME3PpmTs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد محمد العشرى,دكتور أحمد محمد العشرى,4.3,(6),طبيب جهاز عصبي,·,3QXC+48Q، طريق اسكندرية مطروح، مقابل ميدان الهانوفيل، العجمى,Closed,012 28314209,,,Directions,,,· Opens 4 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B9%D8%B1%D9%81%D9%87+%D8%A7%D9%85%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594c1a7b01839:0x72a4561e118bb6f0!8m2!3d31.1024455!4d29.7685205!16s%2Fg%2F11h6rrrtvl!19sChIJORiwp8GU9RQR8LaLER5WpHI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد عرفه امين,دكتور محمد عرفه امين,3.7,(3),طبيب عيون,·,"شارع الهانوفيل متفرع من, Alexandria - Marsa Matrouh Rd",Closed,010 17030309,,,Directions,,,· Opens 7 PM,,,,,
https://www.google.com/maps/place/%D8%AF%2F+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D9%85%D8%AF%D9%88%D8%AD+%D9%8A%D9%88%D8%B3%D9%81+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+%D9%88%D8%AD%D8%AF%D9%8A%D8%AB%D9%89+%D8%A7%D9%84%D9%88%D9%84%D8%A7%D8%AF%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f59496667b3179:0xad7b559908514a03!8m2!3d31.0941445!4d29.7634315!16s%2Fg%2F11fl7cg0gc!19sChIJeTF7ZpaU9RQRA0pRCJlVe60?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د/ محمد ممدوح يوسف لطب الأطفال وحديثى الولادة,د/ محمد ممدوح يوسف لطب الأطفال وحديثى الولادة,1.0,(1),طبيب أطفال,·,بجوار شارع مدرسة الضوى، طريق اسكندريةن، مطروح الكيلو ١٨,Closed,012 75784025,,,Directions,,,· Opens 6 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A7%D8%A8%D9%88+%D8%B1%D9%88%D8%A7%D8%B4%E2%80%AD/data=!4m7!3m6!1s0x14f5949651405959:0x413e9890d32524de!8m2!3d31.093007!4d29.7632915!16s%2Fg%2F11fl7_9l2g!19sChIJWVlAUZaU9RQR3iQl05CYPkE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد ابو رواش,دكتور أحمد ابو رواش,,,جرّاح أوعية دموية,·,بجوار شارع سالم عيد، طريق اسكندرية مطروح، ك٢١,Closed,010 06832003,,,Directions,,,· Opens 7 PM,,No reviews,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D8%A7%D9%87+%D8%A7%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A+%D9%86%D8%B3%D8%A7%D8%A1+%D9%88+%D8%AA%D9%88%D9%84%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594c607a00237:0xef169f99902b86d3!8m2!3d31.1022363!4d29.7767199!16s%2Fg%2F11c1r6z4gq!19sChIJNwKgB8aU9RQR04YrkJmfFu8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد عبداللاه اخصائي نساء و توليد,دكتور محمد عبداللاه اخصائي نساء و توليد,3.8,(77),طبيب,·,معمل حساب، عماره الصابرين امام مدرسه العجمي النموذجيه بجوار,Closed,010 91611163,,,Directions,,,· Opens 7 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AC%D8%AF%D9%89+%D8%A7%D8%A8%D9%88+%D8%A7%D9%84%D9%8A%D9%85%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594bf07261ef3:0x15c5b6288867932a!8m2!3d31.0967821!4d29.7687901!16s%2Fg%2F11h0w34hq6!19sChIJ8x4mB7-U9RQRKpNniCi2xRU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور مجدى ابو اليمين,دكتور مجدى ابو اليمين,2.5,(12),عيادة طب الأنف والأذن والحنجرة,·,طريق اسكندرية مطروح مقابل، نقطة فوزى معاذ,Closed,012 24886552,,,Directions,,,· Opens 4 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%B5%D8%B7%D9%81%D9%89+%D9%86%D8%A8%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f594bf53bd11d9:0x372231408a8c2b5f!8m2!3d31.0979454!4d29.7713217!16s%2Fg%2F11h79rpxfv!19sChIJ2RG9U7-U9RQRXyuMikAxIjc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور مصطفى نبيل,دكتور مصطفى نبيل,5.0,(2),طبيب باطنه,·,3QXC+5GG، طريق اسكندرية مطروح مقابل ميدان، الهانوفيل برج A الدور الثالث,Closed,010 05211320,,,Directions,,,· Opens 6 PM,,,,,
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A3%D8%B3%D9%86%D8%A7%D9%86+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF%D9%87+%D9%81%D9%87%D9%85%D9%8A+%D9%85%D8%AD%D9%85%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f59596cd9c54f5:0x82f2854dd3fb7ff1!8m2!3d31.0994984!4d29.7543189!16s%2Fg%2F11sdn39xtq!19sChIJ9VSczZaV9RQR8X_7002F8oI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز أسنان دكتور عبده فهمي محمد,مركز أسنان دكتور عبده فهمي محمد,4.8,(22),عِيادة أسنان,"شارع الحديد و الصلب, شارع الفردوس",Closed,·,012 89357270,https://www.facebook.com/profile.php?id=100091889975830&mibextid=LQQJ4d,,Website,,Directions,· Opens 12 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%AD%D9%85%D8%AF+%D8%AD%D8%B3%D9%86+%D8%A7%D8%A8%D9%88+%D8%A7%D9%84%D8%B9%D9%86%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f595db7ac3e74f:0x83b4c6082cfcf969!8m2!3d31.0937067!4d29.7641275!16s%2Fg%2F11vf5731wn!19sChIJT-fDetuV9RQRafn8LAjGtIM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور احمد حسن ابو العنين,دكتور احمد حسن ابو العنين,5.0,(3),طبيب أمراض نسائية و توليد,Closed,Alex matrouh st,·,010 07696043,https://www.facebook.com/profile.php?id=100063578001000&mibextid=ZbWKwL,,Website,,Directions,· Opens 6 PM Wed,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D8%A7%D9%88%D9%89+-+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%89+%D8%AA%D9%82%D9%88%D9%8A%D9%85+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5950001508ab7:0x4294db4522f0fe9d!8m2!3d31.0929227!4d29.7614033!16s%2Fg%2F11zd91hdj9!19sChIJt4pQAQCV9RQRnf7wIkXblEI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد الشرقاوى - أخصائى تقويم الأسنان,دكتور أحمد الشرقاوى - أخصائى تقويم الأسنان,,,طبيب تقويم أسنان,3QV6+5G2,,,,,,Directions,,,,,No reviews,,,
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%AF.+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B3%D9%8A%D8%AF+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D9%88%D8%B7%D8%A8+%D8%A7%D9%84%D8%A7%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f595797fd6d0f5:0xb8879fe753212a9e!8m2!3d31.0937882!4d29.7604883!16s%2Fg%2F11nh3s5cdy!19sChIJ9dDWf3mV9RQRniohU-efh7g?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز د. أحمد السيد لجراحة وطب الاسنان,مركز د. أحمد السيد لجراحة وطب الاسنان,3.4,(25),عِيادة أسنان,ش Al Haded We Al Soulb,Closed,· Opens 10 AM,012 24619888,,,Directions,,,·,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%87%D8%B4%D8%A7%D9%85+%D8%A3%D8%A8%D9%88+%D8%B2%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594c0e60a8255:0x8ac24427bfe5547!8m2!3d31.1008001!4d29.7698827!16s%2Fg%2F1thlwt0c!19sChIJVYIK5sCU9RQRR1X-e0IkrAg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور هشام أبو زيد,دكتور هشام أبو زيد,,,طبيب,9 Emtedad Mohammed Moussa,,,,,,Directions,,,,,No reviews,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%AC%D8%AF%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594bf4ff39c0d:0x22390214c0a6f78c!8m2!3d31.0977548!4d29.7708591!16s%2Fg%2F11h10bh9zx!19sChIJDZzzT7-U9RQRjPemwBQCOSI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد مجدى,دكتور محمد مجدى,,,طبيب,·,3QXC+485، طريق اسكندرية مطروح،,Closed,010 30802170,,,Directions,,,· Opens 4 PM,,No reviews,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D8%A7%D9%88%D9%89+-+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%89+%D8%AA%D9%82%D9%88%D9%8A%D9%85+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f59500229a5d03:0x4871603b4e4e0e8d!8m2!3d31.092933!4d29.7614181!16s%2Fg%2F11ntl5hp3j!19sChIJA12aIgCV9RQRjQ5OTjtgcUg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد الشرقاوى - أخصائى تقويم الأسنان,دكتور أحمد الشرقاوى - أخصائى تقويم الأسنان,,,طبيب تقويم أسنان,3QV6+5G2,,,015 07224411,,,Directions,,,,,No reviews,,,
